from_title,from_date,to_title,to_date,years_between,long_shift_score,sentiment_delta,from_stance,to_stance,from_prediction_style,to_prediction_style,increased_themes,decreased_themes,explanation
Notes from New York,2001-09-16,Nobody Knows (Yet Again),2025-04-09,23.6,0.1658,0.2365,constructive,constructive,forecasting,forecasting,"macro (+4.16), uncertainty (+3.60), prediction (+2.49)","risk (-4.21), psychology (-0.82), technology_ai (-0.41)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+4.16), uncertainty (+3.60), prediction (+2.49); less emphasis on risk (-4.21), psychology (-0.82), technology_ai (-0.41)"
"What's It All About, Alpha?",2001-07-11,Risk Revisited,2014-09-03,13.1,0.1658,-0.3376,constructive,constructive,warning,warning,"risk (+13.88), prediction (+3.68), uncertainty (+1.17)","valuation (-2.05), politics (-0.31)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+13.88), prediction (+3.68), uncertainty (+1.17); less emphasis on valuation (-2.05), politics (-0.31)"
It’s All a Big Mistake,2012-06-20,Coming into Focus,2020-10-13,8.3,0.1654,-0.1355,opportunistic,opportunistic,warning,warning,"rates (+12.73), macro (+8.19), technology_ai (+2.89)","credit (-3.42), valuation (-3.35), prediction (-0.60)","greater emphasis on rates (+12.73), macro (+8.19), technology_ai (+2.89); less emphasis on credit (-3.42), valuation (-3.35), prediction (-0.60)"
What Lies Ahead?,2001-10-04,Nobody Knows II,2020-03-03,18.4,0.1654,-0.1638,opportunistic,constructive,forecasting,forecasting,"rates (+4.37), macro (+4.05), psychology (+1.83)","politics (-1.43), uncertainty (-0.76), cycles (-0.36)","stance moves from opportunistic to constructive; greater emphasis on rates (+4.37), macro (+4.05), psychology (+1.83); less emphasis on politics (-1.43), uncertainty (-0.76), cycles (-0.36)"
It’s Greek to Me,2010-07-19,Uncertainty,2020-05-11,9.8,0.1651,-0.3056,constructive,constructive,forecasting,forecasting,"prediction (+2.58), uncertainty (+1.88), risk (+1.33)","credit (-4.60), politics (-3.90), macro (-1.88)","later memo is materially more defensive / bearish in tone; greater emphasis on prediction (+2.58), uncertainty (+1.88), risk (+1.33); less emphasis on credit (-4.60), politics (-3.90), macro (-1.88)"
Hedge Funds: A Case for Caution,2004-10-06,The Calculus of Value,2025-08-13,20.9,0.1646,0.0081,constructive,constructive,forecasting,forecasting,"valuation (+18.83), psychology (+4.16), macro (+2.83)","rates (-2.46), cycles (-0.53)","greater emphasis on valuation (+18.83), psychology (+4.16), macro (+2.83); less emphasis on rates (-2.46), cycles (-0.53)"
The Aviary,2008-05-16,Conversation at Panmure House,2022-06-23,14.1,0.1645,0.3491,constructive,constructive,warning,warning,"cycles (+2.92), valuation (+2.02), psychology (+1.99)","politics (-6.18), risk (-4.07), rates (-1.54)","later memo is materially more constructive / bullish in tone; greater emphasis on cycles (+2.92), valuation (+2.02), psychology (+1.99); less emphasis on politics (-6.18), risk (-4.07), rates (-1.54)"
Returns and How They Get That Way,2002-11-11,Doesn’t Make Sense,2008-07-31,5.7,0.1645,0.2083,opportunistic,opportunistic,forecasting,forecasting,"credit (+6.13), politics (+1.47), rates (+1.23)","valuation (-15.07), macro (-2.27), prediction (-0.77)","later memo is materially more constructive / bullish in tone; greater emphasis on credit (+6.13), politics (+1.47), rates (+1.23); less emphasis on valuation (-15.07), macro (-2.27), prediction (-0.77)"
The Outlook for Equities,2013-03-13,Coming into Focus,2020-10-13,7.6,0.1642,-0.0711,constructive,opportunistic,warning,warning,"rates (+9.47), macro (+6.05), technology_ai (+3.18)","credit (-5.82), risk (-4.68), valuation (-1.13)","stance moves from constructive to opportunistic; greater emphasis on rates (+9.47), macro (+6.05), technology_ai (+3.18); less emphasis on credit (-5.82), risk (-4.68), valuation (-1.13)"
Will It Work?,2009-03-05,I Beg to Differ,2022-07-26,13.4,0.164,0.0736,constructive,constructive,forecasting,forecasting,"valuation (+1.94), prediction (+0.78), cycles (+0.41)","politics (-9.49), macro (-2.03), credit (-1.25)","greater emphasis on valuation (+1.94), prediction (+0.78), cycles (+0.41); less emphasis on politics (-9.49), macro (-2.03), credit (-1.25)"
Who Knew?,1998-01-08,Knowledge of the Future,2020-04-14,22.3,0.1637,0.0483,constructive,constructive,forecasting,forecasting,"politics (+4.36), risk (+3.38), credit (+2.23)","macro (-3.99), psychology (-2.13), cycles (-1.69)","greater emphasis on politics (+4.36), risk (+3.38), credit (+2.23); less emphasis on macro (-3.99), psychology (-2.13), cycles (-1.69)"
Notes from New York,2001-09-16,The Illusion of Knowledge,2022-09-08,21.0,0.1636,0.3294,constructive,constructive,forecasting,forecasting,"macro (+12.76), rates (+4.02), prediction (+3.85)","risk (-4.31), credit (-0.41), technology_ai (-0.41)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+12.76), rates (+4.02), prediction (+3.85); less emphasis on risk (-4.31), credit (-0.41), technology_ai (-0.41)"
The Realist's Creed,2002-05-31,Uncertainty,2020-05-11,17.9,0.1635,-0.1722,constructive,constructive,forecasting,forecasting,"macro (+3.82), prediction (+1.67), uncertainty (+1.42)","valuation (-4.55), risk (-2.28), cycles (-1.79)","greater emphasis on macro (+3.82), prediction (+1.67), uncertainty (+1.42); less emphasis on valuation (-4.55), risk (-2.28), cycles (-1.79)"
bubble.com,2000-01-02,I Beg to Differ,2022-07-26,22.6,0.1634,0.2611,constructive,constructive,forecasting,forecasting,"risk (+1.21), credit (+0.81), macro (+0.41)","technology_ai (-6.44), valuation (-5.04), politics (-0.62)","later memo is materially more constructive / bullish in tone; greater emphasis on risk (+1.21), credit (+0.81), macro (+0.41); less emphasis on technology_ai (-6.44), valuation (-5.04), politics (-0.62)"
Tell Me I’m Wrong,2010-01-22,Time for Thinking,2020-08-05,10.5,0.1631,-0.1782,opportunistic,constructive,forecasting,forecasting,"technology_ai (+1.94), credit (+1.50), cycles (+1.19)","rates (-4.01), politics (-2.52), macro (-1.85)","stance moves from opportunistic to constructive; greater emphasis on technology_ai (+1.94), credit (+1.50), cycles (+1.19); less emphasis on rates (-4.01), politics (-2.52), macro (-1.85)"
Expert Opinion,2017-01-10,Go Figure!,2026-03-24,9.2,0.1628,0.3571,constructive,constructive,forecasting,forecasting,"macro (+5.42), rates (+2.88), credit (+2.75)","valuation (-0.78), psychology (-0.21)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+5.42), rates (+2.88), credit (+2.75); less emphasis on valuation (-0.78), psychology (-0.21)"
Déjà Vu All Over Again,2012-03-19,There They Go Again . . . Again,2017-07-26,5.4,0.1628,-0.0985,opportunistic,opportunistic,forecasting,warning,"risk (+3.80), rates (+3.36), credit (+2.43)","psychology (-2.66), prediction (-1.00)","prediction posture moves from forecasting to warning; greater emphasis on risk (+3.80), rates (+3.36), credit (+2.43); less emphasis on psychology (-2.66), prediction (-1.00)"
Safety First . . . But Where?,2001-04-10,What Can We Do For You?,2012-01-10,10.8,0.1628,-0.3688,opportunistic,opportunistic,forecasting,forecasting,"macro (+2.30), psychology (+1.93), risk (+1.82)","valuation (-3.34), technology_ai (-2.30), credit (-0.85)","later memo is materially more defensive / bearish in tone; greater emphasis on macro (+2.30), psychology (+1.93), risk (+1.82); less emphasis on valuation (-3.34), technology_ai (-2.30), credit (-0.85)"
The Most Important Thing,2003-07-01,The Lessons of Oil,2014-12-18,11.5,0.1626,0.025,opportunistic,opportunistic,forecasting,forecasting,"macro (+4.26), credit (+3.91), rates (+2.96)","risk (-7.22), valuation (-2.91), cycles (-1.03)","greater emphasis on macro (+4.26), credit (+3.91), rates (+2.96); less emphasis on risk (-7.22), valuation (-2.91), cycles (-1.03)"
Plan B,2008-09-24,Latest Update,2020-03-19,11.5,0.1623,-0.0089,constructive,alarmed,forecasting,forecasting,"rates (+3.48), macro (+2.28), psychology (+1.90)","politics (-3.32), valuation (-3.32), credit (-2.20)","stance moves from constructive to alarmed; greater emphasis on rates (+3.48), macro (+2.28), psychology (+1.90); less emphasis on politics (-3.32), valuation (-3.32), credit (-2.20)"
Dare to Be Great,2006-09-07,Conversation at Panmure House,2022-06-23,15.8,0.1622,-0.1095,constructive,constructive,forecasting,warning,"cycles (+5.43), psychology (+2.38), valuation (+1.69)","risk (-1.33), technology_ai (-1.00), credit (-0.91)","prediction posture moves from forecasting to warning; greater emphasis on cycles (+5.43), psychology (+2.38), valuation (+1.69); less emphasis on risk (-1.33), technology_ai (-1.00), credit (-0.91)"
Who Knew?,1998-01-08,Go Figure!,2026-03-24,28.2,0.162,0.1555,constructive,constructive,forecasting,forecasting,"politics (+8.46), prediction (+3.25), rates (+2.92)","macro (-1.99), psychology (-1.89), uncertainty (-1.26)","greater emphasis on politics (+8.46), prediction (+3.25), rates (+2.92); less emphasis on macro (-1.99), psychology (-1.89), uncertainty (-1.26)"
Ditto,2013-01-07,Ruminating on Asset Allocation,2024-10-22,11.8,0.1619,0.05,constructive,constructive,warning,warning,"credit (+9.02), prediction (+5.61), valuation (+5.34)","cycles (-8.13), macro (-4.53), psychology (-3.29)","greater emphasis on credit (+9.02), prediction (+5.61), valuation (+5.34); less emphasis on cycles (-8.13), macro (-4.53), psychology (-3.29)"
Returns and How They Get That Way,2002-11-11,Déjà Vu All Over Again,2012-03-19,9.4,0.1618,-0.221,opportunistic,opportunistic,forecasting,forecasting,"psychology (+3.14), credit (+1.69), cycles (+0.72)","valuation (-12.94), macro (-1.55), risk (-0.57)","later memo is materially more defensive / bearish in tone; greater emphasis on psychology (+3.14), credit (+1.69), cycles (+0.72); less emphasis on valuation (-12.94), macro (-1.55), risk (-0.57)"
The Role of Confidence,2013-08-05,The Anatomy of a Rally,2020-06-18,6.9,0.1617,0.3516,constructive,constructive,forecasting,forecasting,"rates (+5.70), valuation (+3.17), credit (+3.15)","cycles (-4.48), macro (-3.14), psychology (-2.97)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+5.70), valuation (+3.17), credit (+3.15); less emphasis on cycles (-4.48), macro (-3.14), psychology (-2.97)"
What Lies Ahead?,2001-10-04,Knowledge of the Future,2020-04-14,18.5,0.1617,0.1933,opportunistic,constructive,forecasting,forecasting,"credit (+3.84), risk (+3.02), rates (+2.95)","macro (-2.55), uncertainty (-1.73), cycles (-0.40)","stance moves from opportunistic to constructive; greater emphasis on credit (+3.84), risk (+3.02), rates (+2.95); less emphasis on macro (-2.55), uncertainty (-1.73), cycles (-0.40)"
Etorre's Wisdom,2002-09-04,What Really Matters?,2022-11-22,20.2,0.1614,0.3846,constructive,constructive,forecasting,forecasting,"credit (+3.67), valuation (+3.36), macro (+2.52)",technology_ai (-0.88),"later memo is materially more constructive / bullish in tone; greater emphasis on credit (+3.67), valuation (+3.36), macro (+2.52); less emphasis on technology_ai (-0.88)"
Economic Reality,2016-05-26,What Really Matters?,2022-11-22,6.5,0.1611,0.1207,constructive,constructive,forecasting,forecasting,"valuation (+4.74), risk (+4.16), credit (+2.07)","macro (-6.32), politics (-2.83), rates (-0.80)","greater emphasis on valuation (+4.74), risk (+4.16), credit (+2.07); less emphasis on macro (-6.32), politics (-2.83), rates (-0.80)"
Now What?,2008-01-10,Latest Thinking,2018-01-23,10.0,0.1609,0.0013,opportunistic,constructive,forecasting,forecasting,"macro (+3.14), valuation (+2.41), rates (+2.17)","credit (-12.08), risk (-1.99), cycles (-0.59)","stance moves from opportunistic to constructive; greater emphasis on macro (+3.14), valuation (+2.41), rates (+2.17); less emphasis on credit (-12.08), risk (-1.99), cycles (-0.59)"
Etorre's Wisdom,2002-09-04,You Bet!,2026-03-24,23.6,0.1609,0.2601,constructive,constructive,forecasting,forecasting,"uncertainty (+1.43), credit (+0.36), macro (+0.36)","risk (-1.91), valuation (-1.19), technology_ai (-1.05)","later memo is materially more constructive / bullish in tone; greater emphasis on uncertainty (+1.43), credit (+0.36), macro (+0.36); less emphasis on risk (-1.91), valuation (-1.19), technology_ai (-1.05)"
bubble.com,2000-01-02,Lines in the Sand,2017-04-18,17.3,0.1607,0.375,constructive,constructive,forecasting,forecasting,"rates (+2.00), credit (+1.04)","technology_ai (-6.85), valuation (-2.26), prediction (-0.91)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+2.00), credit (+1.04); less emphasis on technology_ai (-6.85), valuation (-2.26), prediction (-0.91)"
Learning From Enron,2002-03-14,On the Couch,2016-01-14,13.8,0.1603,-0.4062,constructive,constructive,forecasting,forecasting,"rates (+8.30), macro (+6.59), credit (+4.02)",politics (-0.22),"later memo is materially more defensive / bearish in tone; greater emphasis on rates (+8.30), macro (+6.59), credit (+4.02); less emphasis on politics (-0.22)"
Risk and Return Today,2004-10-27,Warning Flags,2010-05-12,5.5,0.1601,-0.25,opportunistic,opportunistic,warning,warning,"credit (+9.83), psychology (+5.50), cycles (+2.97)","valuation (-7.57), macro (-1.95), rates (-1.43)","later memo is materially more defensive / bearish in tone; greater emphasis on credit (+9.83), psychology (+5.50), cycles (+2.97); less emphasis on valuation (-7.57), macro (-1.95), rates (-1.43)"
Implications of the Election,2016-11-07,Go Figure!,2026-03-24,9.4,0.16,0.1143,constructive,constructive,forecasting,forecasting,"rates (+8.81), macro (+5.70), credit (+3.66)","politics (-6.81), risk (-0.78), technology_ai (-0.57)","greater emphasis on rates (+8.81), macro (+5.70), credit (+3.66); less emphasis on politics (-6.81), risk (-0.78), technology_ai (-0.57)"
Irrational Exuberance,2000-05-01,Assessing Performance Records – A Case Study,2012-02-15,11.8,0.1594,-0.2727,opportunistic,opportunistic,warning,warning,"risk (+3.93), uncertainty (+0.38), macro (+0.17)","rates (-3.06), valuation (-0.67), cycles (-0.61)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+3.93), uncertainty (+0.38), macro (+0.17); less emphasis on rates (-3.06), valuation (-0.67), cycles (-0.61)"
"What's It All About, Alpha?",2001-07-11,The Outlook for Equities,2013-03-13,11.7,0.1592,-0.4347,constructive,constructive,warning,warning,"credit (+12.91), rates (+2.61), risk (+1.97)",prediction (-0.45),"later memo is materially more defensive / bearish in tone; greater emphasis on credit (+12.91), rates (+2.61), risk (+1.97); less emphasis on prediction (-0.45)"
The New Paradigm,2006-10-19,Selling Out,2022-01-13,15.2,0.1589,0.2625,opportunistic,opportunistic,forecasting,forecasting,"psychology (+0.79), macro (+0.50), uncertainty (+0.25)","credit (-8.47), rates (-4.16), risk (-2.33)","later memo is materially more constructive / bullish in tone; greater emphasis on psychology (+0.79), macro (+0.50), uncertainty (+0.25); less emphasis on credit (-8.47), rates (-4.16), risk (-2.33)"
Learning From Enron,2002-03-14,Lines in the Sand,2017-04-18,15.1,0.1589,-0.1562,constructive,constructive,forecasting,forecasting,"valuation (+3.94), rates (+1.82), prediction (+0.15)","credit (-1.61), risk (-1.36), politics (-0.73)","greater emphasis on valuation (+3.94), rates (+1.82), prediction (+0.15); less emphasis on credit (-1.61), risk (-1.36), politics (-0.73)"
Dare to Be Great II,2014-04-08,The Anatomy of a Rally,2020-06-18,6.2,0.1586,-0.1584,constructive,constructive,forecasting,forecasting,"rates (+10.22), macro (+5.45), credit (+2.73)","risk (-8.94), prediction (-2.90), uncertainty (-0.37)","greater emphasis on rates (+10.22), macro (+5.45), credit (+2.73); less emphasis on risk (-8.94), prediction (-2.90), uncertainty (-0.37)"
The Realist's Creed,2002-05-31,What Really Matters?,2022-11-22,20.5,0.1582,0.4965,constructive,constructive,forecasting,forecasting,"credit (+2.40), valuation (+1.45), risk (+0.84)","technology_ai (-0.95), psychology (-0.90)","later memo is materially more constructive / bullish in tone; greater emphasis on credit (+2.40), valuation (+1.45), risk (+0.84); less emphasis on technology_ai (-0.95), psychology (-0.90)"
It’s All Good,2007-07-16,I Beg to Differ,2022-07-26,15.0,0.1582,-0.0306,constructive,constructive,warning,forecasting,none,"credit (-9.45), cycles (-7.80), risk (-5.56)","prediction posture moves from warning to forecasting; less emphasis on credit (-9.45), cycles (-7.80), risk (-5.56)"
